id,text,category,prediction,correct,raw_response
51,App crashes when switching between profiles,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:32.976065704Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:32.995694429Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:33.01543187Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,1883,37237,994,28865,1990,21542,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":512782929,""load_duration"":74447662,""prompt_eval_count"":413,""prompt_eval_duration"":387618677,""eval_count"":3,""eval_duration"":50023831}
"
52,Notifications are not appearing on Android devices,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:33.69385137Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:33.713286059Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:33.732924835Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,54038,527,539,26449,389,8682,7766,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":509104230,""load_duration"":81805217,""prompt_eval_count"":414,""prompt_eval_duration"":377209218,""eval_count"":3,""eval_duration"":49330805}
"
53,Email verification link expired before I could use it,Technical Support,General Inquiry,0,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:34.430391653Z"",""response"":""General"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:34.450039101Z"",""response"":"" Inquiry"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:34.469918175Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,8463,23751,2723,27489,1603,358,1436,1005,433,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,15777,66802],""total_duration"":527587765,""load_duration"":98882789,""prompt_eval_count"":416,""prompt_eval_duration"":378240795,""eval_count"":3,""eval_duration"":49627531}
"
54,Unable to download backup files from the settings page,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.149439718Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.168832117Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.188341224Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,42544,311,4232,16101,3626,505,279,5110,2199,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":509914271,""load_duration"":81469336,""prompt_eval_count"":416,""prompt_eval_duration"":378848951,""eval_count"":3,""eval_duration"":48915477}
"
55,The chat widget keeps disconnecting randomly,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.885274008Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.904719964Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:35.924406011Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,578,6369,9264,13912,30069,287,27716,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":527304731,""load_duration"":97629826,""prompt_eval_count"":414,""prompt_eval_duration"":379585107,""eval_count"":3,""eval_duration"":49151958}
"
56,Push notifications are delayed by several hours,Technical Support,General Inquiry,0,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:36.60561173Z"",""response"":""General"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:36.625247188Z"",""response"":"" Inquiry"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:36.645023524Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,23804,22736,527,23540,555,3892,4207,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,15777,66802],""total_duration"":512074908,""load_duration"":83110130,""prompt_eval_count"":414,""prompt_eval_duration"":378151432,""eval_count"":3,""eval_duration"":50161483}
"
57,The report export button does nothing when clicked,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:37.316038159Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:37.335332344Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:37.355002156Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,578,1934,7637,3215,1587,4400,994,20505,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":501639804,""load_duration"":74385353,""prompt_eval_count"":415,""prompt_eval_duration"":377357653,""eval_count"":3,""eval_duration"":49176070}
"
58,File upload stuck at 99% completion,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.0525501Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.071936145Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.091887095Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,2958,8298,16075,520,220,1484,4,9954,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":528034498,""load_duration"":99430223,""prompt_eval_count"":415,""prompt_eval_duration"":378449378,""eval_count"":3,""eval_duration"":49400800}
"
59,Integration with Google Drive fails with 403 error,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.787331873Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.807329204Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:38.827145374Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,41169,449,5195,16542,14865,449,220,13074,1493,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":526513283,""load_duration"":95747165,""prompt_eval_count"":416,""prompt_eval_duration"":379477263,""eval_count"":3,""eval_duration"":50515099}
"
60,Audio playback not working during video meetings,Technical Support,Technical Support,1,"{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:39.511530256Z"",""response"":""Technical"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:39.53124285Z"",""response"":"" Support"",""done"":false}
{""model"":""granite4:tiny-h"",""created_at"":""2025-10-09T20:54:39.550710267Z"",""response"":"""",""done"":true,""done_reason"":""stop"",""context"":[100264,882,100265,1999,1463,420,1495,1139,7041,25002,5699,382,21645,512,12,27766,9365,25,23367,11,6103,11,37237,11,11156,5435,11,1887,4819,11,31357,5435,11,3241,8811,22124,11,1493,6743,11,2574,4276,32904,1753,439,3685,198,220,5422,25,25681,374,78687,62929,11,34207,1753,11,477,17843,10375,10022,13,13688,25,364,35031,9976,62871,3250,956,990,3961,12,73550,25,14507,11,65152,11,73618,11,41455,11,10405,11,21913,11,8323,5528,11,3197,4442,320,455,23142,80167,23142,705,34631,5643,9013,320,53,835,11,3827,3630,705,27969,14236,11,57580,11,43901,66697,11,34631,15637,31711,198,220,5422,25,42033,922,94562,11,50477,5441,10528,11954,11,16532,24300,50,11,477,93746,1753,45613,13,7570,422,433,34945,364,4711,518,422,433,596,922,34631,3630,477,3197,4442,11,433,596,73550,382,12,5761,37957,25,4668,7540,11,18726,11,8544,11,29488,11,21859,11,1217,3217,6170,11,3774,14,13706,24654,11,5178,4819,320,36311,719,3318,705,27886,6848,11,6130,2532,11704,11,7865,19882,320,68,1326,2637,364,5562,4822,9435,1329,220,5422,25,13435,691,43486,323,328,3014,82857,43486,922,1268,279,2027,4375,477,1436,990,2731,13,1442,2555,4375,719,279,1217,6944,433,311,36792,22009,11,433,596,11302,382,12,8785,9744,25,34816,11,5982,16792,11,1217,2680,8709,11,2759,5110,320,6414,1481,9585,705,5643,4442,11,1217,98156,23365,782,13311,287,11,2759,15637,320,6414,1481,9585,705,2128,4562,6373,11,20705,2759,828,320,18168,10691,11,5820,18929,340,220,5422,25,14194,3110,32274,11,51652,54279,11,323,20705,63458,6354,11183,34735,14444,13,4276,922,34631,3630,477,3197,4442,382,12,3331,66802,25,4947,4860,11,2883,2038,11,18539,4860,11,2532,17357,11,24047,2671,11,4868,4860,11,9455,5070,90285,11,5446,18539,11,828,12172,4860,11,7649,22205,532,2671,11,389,38669,3600,11,8907,4860,11,9904,10687,198,220,5422,25,45613,984,4860,922,1148,35939,11,1148,596,68819,11,477,27193,1905,75521,382,1199,25,12632,33059,539,3318,2391,2835,16659,271,5715,1193,279,5699,836,25,100257,198,100264,78191,100265,63326,9365],""total_duration"":515010484,""load_duration"":86320509,""prompt_eval_count"":414,""prompt_eval_duration"":378652073,""eval_count"":3,""eval_duration"":49468169}
"
